cpu_usage,memory_usage,cpu_request,cpu_limit,memory_request,memory_limit,network_bandwidth_usage,network_latency,disk_io,pod_lifetime_seconds,scaling_event,cpu_util,memory_util,resource_pressure_score
3.345496144976717,2135.3103654478373,1.5695415604262677,3.6791523748987336,3174.582782544709,5134.413852441214,459.0157332207024,13.72254182,9.993579253,119648,False,0.9093114105548262,0.41588201231903,0.6031999807679219
2.758187760089938,7442.200271014058,0.3431192821029727,3.7227157472441808,3551.4591733029038,3698.3493662000033,507.7708077585147,55.49395319,935.7924417,144516,True,0.7409072318305561,2.012303201265299,1.266698423207006
1.3197031994167192,5142.897754392874,0.2492708317142125,1.318147276872012,1578.313252872322,7418.271121609108,527.7025308333953,173.9100156,328.3523591,68857,True,1.001179626428976,0.6932744394739843,0.849480496365848
3.7523123887910255,2952.4493307875427,0.3114965439141706,2.8525947514374552,1392.9623718903026,3628.480704997248,473.5303146161347,67.39572922,778.2977085,72080,True,1.3154027825008827,0.8136874824517207,0.9917966835972156
2.901598224342328,5052.061408875653,1.3218195330189506,2.3641494510099643,2482.6420630117427,5590.519939577594,888.5677979028444,31.38605968,971.8009216,36448,False,1.2273323058195245,0.9036836399073267,0.974654024028648
3.981147016708452,1864.3576193697163,0.9398209214821096,1.1613451723398422,658.0308129868714,6373.698239679009,431.2604527072189,30.67230832,990.4250417,179401,True,3.4280450666034983,0.2925079834295859,1.5
3.318025936065785,7075.217690722407,0.8984588769486973,1.6667856433341024,2870.9759651603003,5808.180739908498,456.0078591371376,122.2863904,852.1192625,173976,True,1.9906722611051646,1.2181469562215659,1.5
2.1373575438161923,2616.6617232099825,1.3917091019310803,3.700911061001408,3733.779058911038,2728.5813199527274,885.4646167062156,156.6628299,964.4159038,197616,False,0.5775218401806221,0.9589824950851505,0.7697774263356406
1.0087064844572766,2782.899896366289,1.177825445857284,3.2155748323848665,1718.2591228947929,3955.681045737604,667.2600715796142,181.7216342,33.56696706,81781,True,0.3136938878251111,0.7035197892563783,0.5486290811033869
2.347924943734636,1391.0491967578782,1.289343501001528,0.942822536284742,1168.9983558411666,720.5404286511127,679.5823723189294,173.6510926,966.0354782,30122,True,2.490312188203095,1.930563698460928,1.5
1.9621373977842715,6804.3768066778575,1.2889493635686455,3.0866732589893635,4076.852465358658,2283.2242308086275,896.3383844725221,184.8172232,727.8139041,176039,False,0.6356800987567482,2.9801614365698352,1.5
2.900312873900767,4105.216055150266,0.5683368281957988,1.90556308982114,3946.942359075202,7572.247506801985,897.9053956328539,112.2596122,511.2440461,143325,True,1.5220232630291621,0.5421397083125584,0.9850168013646837
2.6668690780194058,6395.672218165562,0.5231688448929848,3.795571144864592,438.01630973782113,5502.636125423961,251.0183954988168,69.26555206,244.3312186,115311,True,0.702626369947329,1.162292412440865,0.8738546553568127
3.197417476289361,6876.254001568321,0.4552418950909564,3.9615471293380327,3051.951277132111,4737.991279248181,700.6037769466631,12.17721911,809.369023,107949,False,0.807113121410857,1.451301531565532,1.0223766849460638
1.654919600199643,5019.486902393639,1.8935077836544771,2.161271413241449,2094.204198725256,6938.733217743423,886.3892298,82.5968176,290.8814417,32170,False,0.7657154137814657,0.7234010509057514,0.7114108671210994
3.577135457362344,4718.104983723441,1.6175507342300344,0.8064707383153393,2588.2690946406906,5933.120068146697,4.246276727505438,50.72727713,804.556242,11943,False,4.435537276029931,0.795214815937814,1.5
1.566552416788607,5973.048973098541,1.163764668303056,1.2930874250780633,4050.5817109444015,4305.733422775611,409.9103968574505,112.2501551,728.7843315,177731,True,1.2114812772328658,1.3872314853762808,1.2255594777344192
0.0962981281332333,3459.3300044422194,0.907532739395834,1.0957458343161517,3377.24598407301,5968.277244592403,721.5228120415467,123.4768657,944.7534159,101436,True,0.0878835558702137,0.5796195220315793,0.36212984082337507
3.387441494862468,5056.482112749957,1.6150546468198177,1.593095947694955,3594.952410838528,2498.0428112770514,453.1653413519812,198.9402053,903.2279239,126526,False,2.126324766213219,2.0241775232590196,1.5
0.9519643559445724,1528.4136995373335,0.5115768869330062,1.0202198620115517,643.6560536859906,3705.024528241891,510.9178419357806,178.4516574,745.929323,158468,True,0.9330963435383991,0.4125245831638454,0.6947769571882266
2.332462686795525,6571.782716729667,1.0268975056394705,1.3833108334803086,2837.4876945948035,4308.724394530621,384.8498169364455,18.28108621,496.5181137,23345,False,1.686143811064801,1.5252269844751465,1.4542596252818318
2.963707748176461,3272.9227203830515,0.5660768215918364,1.6087981482903175,601.1267752922079,7133.32146789382,851.4128645820799,37.89732774,192.0703548,39218,True,1.8421862985979418,0.4588217052400122,1.054406876407594
1.0325248336112267,6343.86628559445,0.1069197347476864,3.3727085619574733,1884.3450912889757,4177.224883142656,800.0224807354986,42.03115464,520.4451508,145624,True,0.3061410461362003,1.518679616622192,0.8421899893173465
2.8975825768422725,3438.895405958917,1.1212051153218072,2.15066956468954,1485.2320932235496,6011.43364878532,265.6840319533921,65.05550909,974.6442219,137836,True,1.347292618598029,0.5720591137326662,0.8962439491274905
0.0859806413486978,4625.312251275544,1.9572602481073769,2.34452401180138,1773.8793516877083,1383.924006272968,66.8578733982026,155.8436867,790.9305409,7694,True,0.03667294693633312,3.342172132984205,1.5
2.468560283798883,7420.6840057158015,0.166650428423897,2.2377814267370573,1092.5711668187687,7858.716473404406,390.9561137212585,9.903278472,383.6590761,80569,False,1.103127924459719,0.9442615762872648,0.9262781194629156
3.182329786319108,2459.503625768233,1.6716564419155582,2.158620715430713,3261.291116607653,2797.310494573386,800.3926726573526,196.9202472,87.68343969,120595,False,1.474241532719934,0.8792386936167019,1.1575501839203413
