timestamp,pod_name,namespace,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,event_type,event_message,scaling_event,pod_lifetime_seconds,cpu_request,cpu_limit,memory_request,memory_limit,cpu_usage,memory_usage,node_name,pod_status,restart_count,uptime_seconds,deployment_strategy,scaling_policy,network_bandwidth_usage
01/01/2023 00:00,pod_0,dev,0.038162109,0.949259465,9.993579253,13.72254182,77.61907274,93.17761868,37.90053228,Warning,Killed,False,119648,1.5695415604262677,3.6791523748987336,3174.582782544709,5134.413852441214,3.345496144976717,2135.3103654478373,node_12,Failed,0,76536,RollingUpdate,Manual,459.0157332207024
01/01/2023 00:00,pod_1,default,0.500763066,0.04854319,935.7924417,55.49395319,84.1822447,61.44228937,5.208161183,Error,Failed,True,144516,0.3431192821029727,3.7227157472441808,3551.4591733029038,3698.3493662000033,2.758187760089938,7442.200271014058,node_18,Unknown,2,97849,RollingUpdate,Manual,507.7708077585147
01/01/2023 00:00,pod_2,kube-system,0.746725532,0.447344937,328.3523591,173.9100156,21.29524371,55.81931108,18.33580154,Normal,Completed,True,68857,0.2492708317142125,1.318147276872012,1578.313252872322,7418.271121609108,1.3197031994167192,5142.897754392874,node_7,Failed,2,47370,RollingUpdate,Manual,527.7025308333953
01/01/2023 00:00,pod_3,default,0.526692486,0.870250565,778.2977085,67.39572922,85.02882928,78.96846332,94.61968914,Warning,OOMKilled,True,72080,0.3114965439141706,2.8525947514374552,1392.9623718903026,3628.480704997248,3.7523123887910255,2952.4493307875427,node_20,Failed,6,5685,Recreate,Auto,473.5303146161347
01/01/2023 00:00,pod_5,prod,0.776035203,0.978772253,971.8009216,31.38605968,88.42245419,61.19323772,70.04846641,Normal,Started,False,36448,1.3218195330189506,2.3641494510099643,2482.6420630117427,5590.519939577594,2.901598224342328,5052.061408875653,node_28,Succeeded,4,19749,Recreate,Manual,888.5677979028444
01/01/2023 00:00,pod_11,default,0.747687903,0.80375407,990.4250417,30.67230832,85.92389787,17.35688536,37.10633606,Warning,Completed,True,179401,0.9398209214821096,1.1613451723398422,658.0308129868714,6373.698239679009,3.981147016708452,1864.3576193697163,node_26,Pending,3,77896,RollingUpdate,Auto,431.2604527072189
01/01/2023 00:00,pod_12,dev,0.81251515,0.134777823,852.1192625,122.2863904,41.91629457,12.36919383,57.2552981,Warning,Failed,True,173976,0.8984588769486973,1.6667856433341024,2870.9759651603003,5808.180739908498,3.318025936065785,7075.217690722407,node_15,Running,1,99826,Recreate,Manual,456.0078591371376
01/01/2023 00:00,pod_13,dev,0.354114038,0.992757476,964.4159038,156.6628299,89.43796155,37.97045108,49.14535926,Error,Killed,False,197616,1.3917091019310803,3.700911061001408,3733.779058911038,2728.5813199527274,2.1373575438161923,2616.6617232099825,node_34,Unknown,6,45555,RollingUpdate,Manual,885.4646167062156
01/01/2023 00:00,pod_17,dev,0.289358546,0.422794502,33.56696706,181.7216342,88.32558651,16.66147608,92.21582847,Error,Started,True,81781,1.177825445857284,3.2155748323848665,1718.2591228947929,3955.681045737604,1.0087064844572766,2782.899896366289,node_26,Running,1,56629,Recreate,Manual,667.2600715796142
01/01/2023 00:00,pod_26,dev,0.591702,0.580651037,966.0354782,173.6510926,33.72001234,95.79872393,82.88211547,Warning,Completed,True,30122,1.289343501001528,0.942822536284742,1168.9983558411666,720.5404286511127,2.347924943734636,1391.0491967578782,node_9,Succeeded,6,85130,Recreate,Auto,679.5823723189294
01/01/2023 00:00,pod_28,kube-system,0.076153207,0.338144333,727.8139041,184.8172232,24.37593122,53.318243,0.284385427,Warning,Failed,False,176039,1.2889493635686455,3.0866732589893635,4076.852465358658,2283.2242308086275,1.9621373977842715,6804.3768066778575,node_36,Succeeded,8,81924,RollingUpdate,Manual,896.3383844725221
01/01/2023 00:00,pod_32,kube-system,0.850823009,0.489201307,511.2440461,112.2596122,55.99301855,69.14169919,9.288989156,Normal,Killed,True,143325,0.5683368281957988,1.90556308982114,3946.942359075202,7572.247506801985,2.900312873900767,4105.216055150266,node_32,Failed,2,27209,RollingUpdate,Auto,897.9053956328539
01/01/2023 00:00,pod_41,kube-system,0.187148981,0.338561384,244.3312186,69.26555206,61.53798238,44.69528802,53.6476267,Normal,OOMKilled,True,115311,0.5231688448929848,3.795571144864592,438.01630973782113,5502.636125423961,2.6668690780194058,6395.672218165562,node_27,Succeeded,6,69236,Recreate,Manual,251.0183954988168
01/01/2023 00:00,pod_44,prod,0.815754245,0.336865129,809.369023,12.17721911,95.12425702,22.45937242,39.68211652,Warning,Failed,False,107949,0.4552418950909564,3.9615471293380327,3051.951277132111,4737.991279248181,3.197417476289361,6876.254001568321,node_22,Failed,7,32432,RollingUpdate,Manual,700.6037769466631
01/01/2023 00:00,pod_53,prod,0.268702857,0.129938029,290.8814417,82.5968176,58.99335675,64.9747473,78.05716679,Warning,Started,False,32170,1.8935077836544771,2.161271413241449,2094.204198725256,6938.733217743423,1.654919600199643,5019.486902393639,node_4,Pending,3,26512,Recreate,Manual,886.3892297823
01/01/2023 00:00,pod_56,default,0.012577554,0.137542113,804.556242,50.72727713,62.83720088,4.300101714,17.5498414,Warning,Started,False,11943,1.6175507342300344,0.8064707383153393,2588.2690946406906,5933.120068146697,3.577135457362344,4718.104983723441,node_35,Succeeded,3,12450,RollingUpdate,Auto,4.246276727505438
01/01/2023 00:01,pod_61,prod,0.277711569,0.722203948,728.7843315,112.2501551,34.96045091,21.42403041,17.08292618,Warning,OOMKilled,True,177731,1.163764668303056,1.2930874250780633,4050.5817109444015,4305.733422775611,1.566552416788607,5973.048973098541,node_38,Pending,5,46290,Recreate,Manual,409.9103968574505
01/01/2023 00:01,pod_64,prod,0.390496826,0.019665599,944.7534159,123.4768657,82.4940507,79.59771531,53.55873241,Error,Failed,True,101436,0.907532739395834,1.0957458343161517,3377.24598407301,5968.277244592403,0.0962981281332333,3459.3300044422194,node_44,Pending,4,50924,RollingUpdate,Manual,721.5228120415467
01/01/2023 00:01,pod_68,prod,0.537290839,0.861386678,903.2279239,198.9402053,92.24805594,3.279126548,48.54312773,Warning,OOMKilled,False,126526,1.6150546468198177,1.593095947694955,3594.952410838528,2498.0428112770514,3.387441494862468,5056.482112749957,node_4,Succeeded,2,94392,Recreate,Auto,453.1653413519812
01/01/2023 00:01,pod_70,kube-system,0.005617385,0.837935248,745.929323,178.4516574,87.04919552,96.50181544,12.37617983,Warning,Killed,True,158468,0.5115768869330062,1.0202198620115517,643.6560536859906,3705.024528241891,0.9519643559445724,1528.4136995373335,node_39,Pending,4,80231,RollingUpdate,Auto,510.9178419357806
01/01/2023 00:01,pod_78,kube-system,0.253560513,0.349191373,496.5181137,18.28108621,57.51097362,86.72071022,59.43988071,Normal,Started,False,23345,1.0268975056394705,1.3833108334803086,2837.4876945948035,4308.724394530621,2.332462686795525,6571.782716729667,node_29,Failed,9,27602,RollingUpdate,Auto,384.8498169364455
01/01/2023 00:01,pod_83,default,0.376207935,0.346510825,192.0703548,37.89732774,68.5610441,5.899868431,73.03218107,Normal,Failed,True,39218,0.5660768215918364,1.6087981482903175,601.1267752922079,7133.32146789382,2.963707748176461,3272.9227203830515,node_3,Unknown,8,92586,Recreate,Auto,851.4128645820799
01/01/2023 00:01,pod_84,prod,0.445574621,0.491815814,520.4451508,42.03115464,96.61520298,2.314730629,37.4964343,Warning,OOMKilled,True,145624,0.1069197347476864,3.3727085619574733,1884.3450912889757,4177.224883142656,1.0325248336112267,6343.86628559445,node_40,Failed,2,48451,RollingUpdate,Auto,800.0224807354986
01/01/2023 00:01,pod_85,kube-system,0.637836571,0.687554601,974.6442219,65.05550909,83.50878732,18.04688977,46.40493102,Warning,OOMKilled,True,137836,1.1212051153218072,2.15066956468954,1485.2320932235496,6011.43364878532,2.8975825768422725,3438.895405958917,node_12,Unknown,9,15656,RollingUpdate,Auto,265.6840319533921
01/01/2023 00:01,pod_99,kube-system,0.528059004,0.6726159,790.9305409,155.8436867,88.84084284,82.08761078,93.42854169,Warning,Killed,True,7694,1.9572602481073769,2.34452401180138,1773.8793516877083,1383.924006272968,0.0859806413486978,4625.312251275544,node_9,Failed,7,58614,Recreate,Manual,66.8578733982026
01/01/2023 00:01,pod_105,default,0.663225441,0.633613982,383.6590761,9.903278472,53.43764457,51.8779646,28.49102687,Warning,Started,False,80569,0.166650428423897,2.2377814267370573,1092.5711668187687,7858.716473404406,2.468560283798883,7420.6840057158015,node_5,Succeeded,0,67722,Recreate,Manual,390.9561137212585
01/01/2023 00:01,pod_108,dev,0.002168473,0.650422077,87.68343969,196.9202472,67.13924174,21.91750447,83.11481524,Normal,OOMKilled,False,120595,1.6716564419155582,2.158620715430713,3261.291116607653,2797.310494573386,3.182329786319108,2459.503625768233,node_2,Succeeded,3,42622,Recreate,Manual,800.3926726573526
01/01/2023 00:01,pod_112,kube-system,0.9617228,0.104284675,577.2262929,31.21019715,57.0576814,64.14589108,21.96238222,Warning,OOMKilled,False,108955,1.7112362019309657,2.135669828836696,3693.4377851061577,417.893472519144,2.2137521980092427,1143.3279625891391,node_24,Failed,6,98337,Recreate,Manual,809.0427830498934
